country,real_overall_happiness,real_gdp,real_social_support,real_health,real_freedom,real_generosity,real_corruption,real_life_evaluation,approach,llm_overall_happiness,llm_gdp,llm_social_support,llm_health,llm_freedom,llm_generosity,llm_corruption,llm_life_evaluation,diff_overall_happiness,diff_life_evaluation,diff_gdp,diff_social_support,diff_health,diff_freedom,diff_generosity,diff_corruption,region,income_level,global_north_south,world_123,east_west,continent,developed_country_type,developed_east_vs_west,economic_model
Chad,4.384,0.592,0.902,0.242,0.477,0.175,0.111,4.384,single_question,4.375,,,,,,,4.375,-0.0090000000000003,-0.0090000000000003,,,,,,,Other,Lower Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Chile,6.361,1.537,1.577,0.711,0.779,0.093,0.085,6.361,single_question,6.025,,,,,,,6.025,-0.3359999999999994,-0.3359999999999994,,,,,,,Latin America,Upper Middle Income,Global South,World 2,West,South America,Non-Developed,Non-Developed,Non-High Income
China,5.921,1.445,1.307,0.789,0.764,0.079,0.154,5.921,single_question,5.875,,,,,,,5.875,-0.0460000000000002,-0.0460000000000002,,,,,,,East Asia,Upper Middle Income,Global South,World 2,East,Asia,Non-Developed,Non-Developed,Non-High Income
Colombia,6.004,1.38,1.513,0.587,0.777,0.039,0.051,6.004,single_question,5.815,,,,,,,5.815,-0.189,-0.189,,,,,,,Latin America,Lower Middle Income,Global South,World 2,West,South America,Non-Developed,Non-Developed,Non-High Income
Comoros,3.754,0.835,0.501,0.428,0.26,0.117,0.164,3.754,single_question,4.805,,,,,,,4.805,1.0509999999999995,1.0509999999999995,,,,,,,Other,Lower Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Congo,5.03,1.023,0.796,0.336,0.626,0.082,0.126,5.03,single_question,4.705,,,,,,,4.705,-0.3250000000000002,-0.3250000000000002,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Costa Rica,7.274,1.492,1.6,0.68,0.948,0.067,0.118,7.274,single_question,6.33,,,,,,,6.33,-0.944,-0.944,,,,,,,North America,Upper Middle Income,Global South,World 2,West,North America,Non-Developed,Non-Developed,Non-High Income
Côte d’Ivoire,5.102,1.038,0.76,0.206,0.661,0.1,0.162,5.102,single_question,5.525,,,,,,,5.525,0.423,0.423,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Croatia,5.87,1.644,1.673,0.669,0.478,0.022,0.065,5.87,single_question,6.085,,,,,,,6.085,0.2149999999999998,0.2149999999999998,,,,,,,Eastern Europe,Upper Middle Income,Global South,World 2,East,Europe,Non-Developed,Non-Developed,Non-High Income
Cyprus,5.942,1.72,1.348,0.84,0.612,0.108,0.041,5.942,single_question,6.409999999999999,,,,,,,6.409999999999999,0.4679999999999991,0.4679999999999991,,,,,,,Western Europe,Upper Middle Income,Global North,World 2,West,Europe,Non-Developed,Non-Developed,Non-High Income
Czechia,6.775,1.692,1.716,0.658,0.916,0.118,0.084,6.775,single_question,6.484999999999999,,,,,,,6.484999999999999,-0.2900000000000009,-0.2900000000000009,,,,,,,Eastern Europe,Upper Middle Income,Global North,World 2,East,Europe,Non-Developed,Non-Developed,Non-High Income
Denmark,7.521,1.825,1.748,0.82,0.955,0.15,0.488,7.521,single_question,7.105,,,,,,,7.105,-0.4160000000000003,-0.4160000000000003,,,,,,,Western Europe,High Income,Global North,World 1,West,Europe,Nordic,Developed West,Social Market
Dominican Republic,5.846,1.457,1.5,0.615,0.866,0.063,0.186,5.846,single_question,5.85,,,,,,,5.85,0.0039999999999995,0.0039999999999995,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
DR Congo,3.469,0.544,0.929,0.278,0.6,0.151,0.061,3.469,single_question,4.535,,,,,,,4.535,1.0660000000000005,1.0660000000000005,,,,,,,Other,Lower Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Ecuador,5.965,1.299,1.32,0.702,0.712,0.058,0.066,5.965,single_question,5.36,,,,,,,5.36,-0.6049999999999995,-0.6049999999999995,,,,,,,Latin America,Upper Middle Income,Global South,World 2,West,South America,Non-Developed,Non-Developed,Non-High Income
Egypt,3.817,1.347,1.075,0.473,0.593,0.018,0.103,3.817,single_question,4.75,,,,,,,4.75,0.9329999999999998,0.9329999999999998,,,,,,,Africa,Lower Middle Income,Global South,World 2,Other,Africa,Non-Developed,Non-Developed,Non-High Income
El Salvador,6.492,1.222,1.228,0.559,0.955,0.054,0.264,6.492,single_question,5.73,,,,,,,5.73,-0.7620000000000005,-0.7620000000000005,,,,,,,North America,Upper Middle Income,Global South,World 2,West,North America,Non-Developed,Non-Developed,Non-High Income
Estonia,6.417,1.65,1.716,0.642,0.902,0.128,0.378,6.417,single_question,6.435,,,,,,,6.435,0.0179999999999997,0.0179999999999997,,,,,,,Eastern Europe,Upper Middle Income,Global North,World 2,East,Europe,Non-Developed,Non-Developed,Non-High Income
Eswatini,3.774,1.183,1.152,0.038,0.428,0.054,0.13,3.774,single_question,5.065,,,,,,,5.065,1.2909999999999997,1.2909999999999997,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Ethiopia,3.898,0.757,1.051,0.416,0.54,0.182,0.1,3.898,single_question,4.82,,,,,,,4.82,0.9220000000000002,0.9220000000000002,,,,,,,Africa,Low Income,Global South,World 3,Other,Africa,Non-Developed,Non-Developed,Non-High Income
Finland,7.736,1.749,1.783,0.824,0.986,0.11,0.502,7.736,single_question,6.865,,,,,,,6.865,-0.8709999999999996,-0.8709999999999996,,,,,,,Western Europe,High Income,Global North,World 1,West,Europe,Nordic,Developed West,Social Market
France,6.593,1.733,1.535,0.832,0.743,0.099,0.264,6.593,single_question,6.470000000000001,,,,,,,6.470000000000001,-0.1229999999999993,-0.1229999999999993,,,,,,,Western Europe,Upper Middle Income,Global North,World 2,West,Europe,Non-Developed,Non-Developed,Non-High Income
Gabon,5.12,1.386,1.224,0.387,0.651,0.042,0.086,5.12,single_question,5.305,,,,,,,5.305,0.1849999999999996,0.1849999999999996,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Gambia,4.423,0.778,0.958,0.348,0.611,0.255,0.045,4.423,single_question,5.045,,,,,,,5.045,0.6219999999999999,0.6219999999999999,,,,,,,Other,Lower Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Georgia,5.4,1.444,1.275,0.482,0.844,0.0,0.172,5.4,single_question,5.6,,,,,,,5.6,0.1999999999999993,0.1999999999999993,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Germany,6.753,1.785,1.625,0.776,0.858,0.148,0.351,6.753,single_question,6.540000000000001,,,,,,,6.540000000000001,-0.2129999999999992,-0.2129999999999992,,,,,,,Western Europe,High Income,Global North,World 1,West,Europe,Central Europe,Developed West,Social Market
Ghana,4.34,1.053,1.01,0.438,0.771,0.139,0.025,4.34,single_question,5.15,,,,,,,5.15,0.8100000000000005,0.8100000000000005,,,,,,,Africa,Upper Middle Income,Global South,World 2,Other,Africa,Non-Developed,Non-Developed,Non-High Income
Greece,5.776,1.608,1.438,0.725,0.396,0.003,0.063,5.776,single_question,5.82,,,,,,,5.82,0.0440000000000004,0.0440000000000004,,,,,,,Western Europe,Upper Middle Income,Global North,World 2,West,Europe,Non-Developed,Non-Developed,Non-High Income
Guatemala,6.362,1.249,1.33,0.376,0.882,0.075,0.085,6.362,single_question,5.45,,,,,,,5.45,-0.912,-0.912,,,,,,,North America,Upper Middle Income,Global South,World 2,West,North America,Non-Developed,Non-Developed,Non-High Income
Guinea,4.929,0.873,0.791,0.306,0.676,0.157,0.098,4.929,single_question,4.819999999999999,,,,,,,4.819999999999999,-0.1090000000000008,-0.1090000000000008,,,,,,,Other,Lower Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Honduras,5.964,1.036,1.187,0.436,0.862,0.134,0.079,5.964,single_question,5.15,,,,,,,5.15,-0.8140000000000001,-0.8140000000000001,,,,,,,North America,Upper Middle Income,Global South,World 2,West,North America,Non-Developed,Non-Developed,Non-High Income
Hong Kong SAR of China,5.491,1.79,1.41,0.948,0.674,0.116,0.386,5.491,single_question,6.125,,,,,,,6.125,0.6340000000000003,0.6340000000000003,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Hungary,5.915,1.638,1.742,0.587,0.681,0.099,0.057,5.915,single_question,5.58,,,,,,,5.58,-0.3349999999999999,-0.3349999999999999,,,,,,,Eastern Europe,Upper Middle Income,Global South,World 2,East,Europe,Non-Developed,Non-Developed,Non-High Income
Iceland,7.515,1.799,1.84,0.873,0.971,0.201,0.173,7.515,single_question,6.915000000000001,,,,,,,6.915000000000001,-0.5999999999999988,-0.5999999999999988,,,,,,,Western Europe,High Income,Global North,World 1,West,Europe,Nordic,Developed West,Other High Income
India,4.389,1.149,0.86,0.316,0.914,0.141,0.12,4.389,single_question,5.755,,,,,,,5.755,1.3659999999999997,1.3659999999999997,,,,,,,South Asia,Lower Middle Income,Global South,World 2,East,Asia,Non-Developed,Non-Developed,Non-High Income
Indonesia,5.617,1.288,1.372,0.454,0.918,0.323,0.044,5.617,single_question,5.89,,,,,,,5.89,0.2729999999999997,0.2729999999999997,,,,,,,Other,Lower Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Iran,5.093,1.33,1.367,0.609,0.456,0.202,0.122,5.093,single_question,4.63,,,,,,,4.63,-0.4630000000000001,-0.4630000000000001,,,,,,,Middle East,Upper Middle Income,Global South,World 2,East,Asia,Non-Developed,Non-Developed,Non-High Income
Iraq,4.976,1.261,1.275,0.589,0.503,0.1,0.069,4.976,single_question,5.105,,,,,,,5.105,0.1289999999999995,0.1289999999999995,,,,,,,Middle East,Upper Middle Income,Global South,World 2,East,Asia,Non-Developed,Non-Developed,Non-High Income
Ireland,6.889,1.988,1.659,0.823,0.906,0.179,0.382,6.889,single_question,6.455,,,,,,,6.455,-0.4340000000000001,-0.4340000000000001,,,,,,,Western Europe,High Income,Global North,World 1,West,Europe,Anglo-Saxon,Developed West,Market Liberal
Israel,7.234,1.695,1.743,0.824,0.74,0.144,0.193,7.234,single_question,5.45,,,,,,,5.45,-1.7839999999999998,-1.7839999999999998,,,,,,,Middle East,High Income,Global North,World 1,East,Asia,Middle East Developed,Other Developed,Other High Income
Italy,6.415,1.724,1.526,0.852,0.641,0.082,0.071,6.415,single_question,6.220000000000001,,,,,,,6.220000000000001,-0.1949999999999994,-0.1949999999999994,,,,,,,Western Europe,Upper Middle Income,Global North,World 2,West,Europe,Non-Developed,Non-Developed,Non-High Income
Jamaica,5.87,1.182,1.545,0.504,0.869,0.075,0.019,5.87,single_question,5.54,,,,,,,5.54,-0.33,-0.33,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Japan,6.147,1.678,1.55,0.921,0.746,0.014,0.2,6.147,single_question,6.43,,,,,,,6.43,0.2829999999999995,0.2829999999999995,,,,,,,East Asia,High Income,Global North,World 1,East,Asia,Developed East Asia,Developed East Asia,State-Led Development
Jordan,4.31,1.158,1.202,0.573,0.7,0.051,0.164,4.31,single_question,5.29,,,,,,,5.29,0.9800000000000004,0.9800000000000004,,,,,,,Middle East,Upper Middle Income,Global South,World 2,East,Asia,Non-Developed,Non-Developed,Non-High Income
Kazakhstan,6.378,1.586,1.688,0.504,0.878,0.111,0.118,6.378,single_question,5.84,,,,,,,5.84,-0.5380000000000003,-0.5380000000000003,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Kenya,4.51,0.994,1.047,0.448,0.649,0.22,0.073,4.51,single_question,5.375,,,,,,,5.375,0.8650000000000002,0.8650000000000002,,,,,,,Africa,Upper Middle Income,Global South,World 2,Other,Africa,Non-Developed,Non-Developed,Non-High Income
Kosovo,6.659,1.281,1.454,0.896,0.893,0.201,0.087,6.659,single_question,5.54,,,,,,,5.54,-1.1189999999999998,-1.1189999999999998,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Kuwait,6.629,1.691,1.481,0.766,0.934,0.143,0.167,6.629,single_question,6.76,,,,,,,6.76,0.1310000000000002,0.1310000000000002,,,,,,,Middle East,High Income,Global North,World 1,East,Asia,Middle East Developed,Other Developed,Resource-Based
Kyrgyzstan,5.858,1.032,1.715,0.647,0.981,0.169,0.053,5.858,single_question,5.245,,,,,,,5.245,-0.6129999999999995,-0.6129999999999995,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Lao PDR,5.301,1.122,1.01,0.493,0.916,0.145,0.164,5.301,single_question,5.11,,,,,,,5.11,-0.1909999999999998,-0.1909999999999998,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Latvia,6.207,1.619,1.711,0.503,0.789,0.108,0.082,6.207,single_question,5.985,,,,,,,5.985,-0.2219999999999995,-0.2219999999999995,,,,,,,Eastern Europe,Upper Middle Income,Global North,World 2,East,Europe,Non-Developed,Non-Developed,Non-High Income
Lebanon,3.188,1.223,0.984,0.44,0.279,0.071,0.041,3.188,single_question,4.41,,,,,,,4.41,1.222,1.222,,,,,,,Middle East,Upper Middle Income,Global South,World 2,East,Asia,Non-Developed,Non-Developed,Non-High Income
Lesotho,3.757,0.737,1.131,0.0,0.606,0.065,0.072,3.757,single_question,5.015,,,,,,,5.015,1.2579999999999996,1.2579999999999996,,,,,,,Other,Lower Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Liberia,4.277,0.582,0.888,0.324,0.653,0.143,0.068,4.277,single_question,4.785,,,,,,,4.785,0.508,0.508,,,,,,,Other,Lower Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Libya,5.82,1.247,1.309,0.549,0.724,0.111,0.214,5.82,single_question,4.67,,,,,,,4.67,-1.1500000000000004,-1.1500000000000004,,,,,,,Africa,Upper Middle Income,Global South,World 2,Other,Africa,Non-Developed,Non-Developed,Non-High Income
Lithuania,6.829,1.684,1.699,0.592,0.702,0.031,0.123,6.829,single_question,6.345000000000001,,,,,,,6.345000000000001,-0.4839999999999991,-0.4839999999999991,,,,,,,Eastern Europe,Upper Middle Income,Global North,World 2,East,Europe,Non-Developed,Non-Developed,Non-High Income
Luxembourg,7.122,2.028,1.558,0.864,0.931,0.117,0.397,7.122,single_question,7.045,,,,,,,7.045,-0.0769999999999999,-0.0769999999999999,,,,,,,Western Europe,High Income,Global North,World 1,West,Europe,Central Europe,Developed West,Other High Income
Madagascar,4.157,0.588,0.938,0.341,0.292,0.131,0.118,4.157,single_question,4.825,,,,,,,4.825,0.6680000000000001,0.6680000000000001,,,,,,,Other,Lower Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Malawi,3.26,0.588,0.489,0.28,0.677,0.115,0.136,3.26,single_question,4.715,,,,,,,4.715,1.455,1.455,,,,,,,Other,Lower Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Malaysia,5.955,1.571,1.315,0.446,0.991,0.181,0.11,5.955,single_question,6.095000000000001,,,,,,,6.095000000000001,0.1400000000000005,0.1400000000000005,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Mali,4.345,0.709,0.908,0.318,0.767,0.093,0.114,4.345,single_question,4.635,,,,,,,4.635,0.29,0.29,,,,,,,Other,Lower Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Malta,6.316,1.76,1.671,0.837,0.837,0.217,0.115,6.316,single_question,6.484999999999999,,,,,,,6.484999999999999,0.1689999999999996,0.1689999999999996,,,,,,,Western Europe,Upper Middle Income,Global North,World 2,West,Europe,Non-Developed,Non-Developed,Non-High Income
Mauritania,4.542,1.023,0.919,0.516,0.454,0.113,0.195,4.542,single_question,4.92,,,,,,,4.92,0.3780000000000001,0.3780000000000001,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Mauritius,5.832,1.499,1.521,0.617,0.761,0.095,0.13,5.832,single_question,6.335,,,,,,,6.335,0.5030000000000001,0.5030000000000001,,,,,,,Africa,Upper Middle Income,Global South,World 2,Other,Africa,Non-Developed,Non-Developed,Non-High Income
Mexico,6.979,1.435,1.504,0.55,0.879,0.057,0.118,6.979,single_question,5.91,,,,,,,5.91,-1.069,-1.069,,,,,,,North America,Upper Middle Income,Global South,World 2,West,North America,Non-Developed,Non-Developed,Non-High Income
Mongolia,5.833,1.336,1.731,0.423,0.629,0.18,0.053,5.833,single_question,5.55,,,,,,,5.55,-0.2830000000000003,-0.2830000000000003,,,,,,,East Asia,Upper Middle Income,Global South,World 2,East,Asia,Non-Developed,Non-Developed,Non-High Income
Montenegro,5.877,1.507,1.551,0.618,0.768,0.075,0.138,5.877,single_question,5.885,,,,,,,5.885,0.008,0.008,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Morocco,4.622,1.139,0.635,0.585,0.748,0.031,0.095,4.622,single_question,5.525,,,,,,,5.525,0.9030000000000004,0.9030000000000004,,,,,,,Africa,Lower Middle Income,Global South,World 2,Other,Africa,Non-Developed,Non-Developed,Non-High Income
Mozambique,5.19,0.559,1.131,0.124,0.813,0.127,0.173,5.19,single_question,4.98,,,,,,,4.98,-0.2100000000000008,-0.2100000000000008,,,,,,,Other,Low Income,Global South,World 3,Other,Other,Non-Developed,Non-Developed,Non-High Income
Myanmar,4.321,0.975,1.144,0.446,0.569,0.322,0.163,4.321,single_question,4.085,,,,,,,4.085,-0.2359999999999997,-0.2359999999999997,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Namibia,4.911,1.182,1.482,0.104,0.564,0.052,0.056,4.911,single_question,5.69,,,,,,,5.69,0.7789999999999999,0.7789999999999999,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Nepal,5.311,0.944,1.21,0.463,0.764,0.155,0.099,5.311,single_question,5.565,,,,,,,5.565,0.2539999999999995,0.2539999999999995,,,,,,,South Asia,Low Income,Global South,World 3,East,Asia,Non-Developed,Non-Developed,Non-High Income
Netherlands,7.306,1.822,1.667,0.844,0.86,0.186,0.344,7.306,single_question,6.865,,,,,,,6.865,-0.4409999999999998,-0.4409999999999998,,,,,,,Western Europe,High Income,Global North,World 1,West,Europe,Central Europe,Developed West,Social Market
New Zealand,6.952,1.698,1.712,0.815,0.861,0.167,0.429,6.952,single_question,6.590000000000001,,,,,,,6.590000000000001,-0.3619999999999992,-0.3619999999999992,,,,,,,Oceania,High Income,Global North,World 1,West,Oceania,Anglo-Saxon,Developed West,Market Liberal
Nicaragua,6.33,1.084,1.47,0.646,0.912,0.103,0.271,6.33,single_question,5.125,,,,,,,5.125,-1.205,-1.205,,,,,,,North America,Upper Middle Income,Global South,World 2,West,North America,Non-Developed,Non-Developed,Non-High Income
Niger,4.725,0.606,0.796,0.258,0.759,0.122,0.137,4.725,single_question,4.54,,,,,,,4.54,-0.1849999999999996,-0.1849999999999996,,,,,,,Other,Lower Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Nigeria,4.885,0.989,1.245,0.38,0.639,0.17,0.028,4.885,single_question,4.79,,,,,,,4.79,-0.0949999999999997,-0.0949999999999997,,,,,,,Africa,Upper Middle Income,Global South,World 2,Other,Africa,Non-Developed,Non-Developed,Non-High Income
North Macedonia,5.503,1.458,1.537,0.544,0.637,0.13,0.007,5.503,single_question,5.425,,,,,,,5.425,-0.0780000000000002,-0.0780000000000002,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Norway,7.262,1.902,1.711,0.863,0.962,0.168,0.425,7.262,single_question,7.045,,,,,,,7.045,-0.2169999999999996,-0.2169999999999996,,,,,,,Western Europe,High Income,Global North,World 1,West,Europe,Nordic,Developed West,Social Market
Oman,6.197,1.603,1.411,0.5,0.93,0.142,,6.197,single_question,6.49,,,,,,,6.49,0.2930000000000001,0.2930000000000001,,,,,,,Middle East,Upper Middle Income,Global South,World 2,East,Asia,Non-Developed,Non-Developed,Non-High Income
Pakistan,4.768,0.982,0.759,0.417,0.529,0.136,0.046,4.768,single_question,4.93,,,,,,,4.93,0.1619999999999999,0.1619999999999999,,,,,,,South Asia,Low Income,Global South,World 3,East,Asia,Non-Developed,Non-Developed,Non-High Income
Panama,6.407,1.594,1.6,0.717,0.876,0.041,0.042,6.407,single_question,6.04,,,,,,,6.04,-0.367,-0.367,,,,,,,North America,Upper Middle Income,Global South,World 2,West,North America,Non-Developed,Non-Developed,Non-High Income
Paraguay,6.172,1.329,1.615,0.291,0.921,0.097,0.063,6.172,single_question,5.815,,,,,,,5.815,-0.3570000000000002,-0.3570000000000002,,,,,,,Latin America,Upper Middle Income,Global South,World 2,West,South America,Non-Developed,Non-Developed,Non-High Income
Peru,5.947,1.323,1.364,0.551,0.71,0.05,0.021,5.947,single_question,5.63,,,,,,,5.63,-0.3170000000000001,-0.3170000000000001,,,,,,,Latin America,Lower Middle Income,Global South,World 2,West,South America,Non-Developed,Non-Developed,Non-High Income
Philippines,6.107,1.177,1.385,0.315,0.966,0.075,0.11,6.107,single_question,5.71,,,,,,,5.71,-0.3970000000000002,-0.3970000000000002,,,,,,,East Asia,Lower Middle Income,Global South,World 2,East,Asia,Non-Developed,Non-Developed,Non-High Income
Poland,6.673,1.666,1.595,0.63,0.79,0.021,0.169,6.673,single_question,6.095000000000001,,,,,,,6.095000000000001,-0.5779999999999994,-0.5779999999999994,,,,,,,Eastern Europe,Upper Middle Income,Global North,World 2,East,Europe,Non-Developed,Non-Developed,Non-High Income
Portugal,6.013,1.646,1.56,0.822,0.879,0.04,0.034,6.013,single_question,6.16,,,,,,,6.16,0.1470000000000002,0.1470000000000002,,,,,,,Western Europe,Upper Middle Income,Global North,World 2,West,Europe,Non-Developed,Non-Developed,Non-High Income
Republic of Korea,6.038,1.709,1.357,0.903,0.678,0.1,0.139,6.038,single_question,6.11,,,,,,,6.11,0.072,0.072,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Republic of Moldova,5.819,1.332,1.43,0.414,0.83,0.054,0.037,5.819,single_question,5.205,,,,,,,5.205,-0.6139999999999999,-0.6139999999999999,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Romania,6.563,1.636,1.401,0.561,0.847,0.028,0.015,6.563,single_question,5.91,,,,,,,5.91,-0.6529999999999996,-0.6529999999999996,,,,,,,Eastern Europe,Upper Middle Income,Global South,World 2,East,Europe,Non-Developed,Non-Developed,Non-High Income
Russian Federation,5.945,1.63,1.549,0.47,0.702,0.095,0.125,5.945,single_question,5.24,,,,,,,5.24,-0.7050000000000001,-0.7050000000000001,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Saudi Arabia,6.6,1.743,1.566,0.714,0.915,0.105,0.187,6.6,single_question,6.545,,,,,,,6.545,-0.0549999999999997,-0.0549999999999997,,,,,,,Middle East,High Income,Global North,World 1,East,Asia,Middle East Developed,Other Developed,Resource-Based
Senegal,4.856,0.907,0.977,0.433,0.767,0.129,0.09,4.856,single_question,5.305,,,,,,,5.305,0.4489999999999998,0.4489999999999998,,,,,,,Africa,Lower Middle Income,Global South,World 2,Other,Africa,Non-Developed,Non-Developed,Non-High Income
Serbia,6.606,1.489,1.62,0.545,0.767,0.131,0.107,6.606,single_question,5.625,,,,,,,5.625,-0.981,-0.981,,,,,,,Eastern Europe,Upper Middle Income,Global South,World 2,East,Europe,Non-Developed,Non-Developed,Non-High Income
Sierra Leone,2.998,0.786,0.692,0.327,0.613,0.138,0.052,2.998,single_question,4.65,,,,,,,4.65,1.652,1.652,,,,,,,Other,Lower Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Singapore,6.565,2.022,1.565,0.935,0.856,0.164,0.522,6.565,single_question,6.734999999999999,,,,,,,6.734999999999999,0.169999999999999,0.169999999999999,,,,,,,East Asia,High Income,Global North,World 1,East,Asia,Developed East Asia,Developed East Asia,State-Led Development
Slovakia,6.221,1.629,1.762,0.547,0.704,0.058,0.07,6.221,single_question,6.135,,,,,,,6.135,-0.0860000000000003,-0.0860000000000003,,,,,,,Eastern Europe,Upper Middle Income,Global North,World 2,East,Europe,Non-Developed,Non-Developed,Non-High Income
Slovenia,6.792,1.692,1.718,0.802,0.961,0.121,0.113,6.792,single_question,6.625,,,,,,,6.625,-0.1669999999999998,-0.1669999999999998,,,,,,,Eastern Europe,Upper Middle Income,Global North,World 2,East,Europe,Non-Developed,Non-Developed,Non-High Income
Somalia,4.347,0.535,0.877,0.046,0.916,0.206,0.192,4.347,single_question,4.4,,,,,,,4.4,0.0529999999999999,0.0529999999999999,,,,,,,Other,Lower Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
South Africa,5.213,1.283,1.465,0.142,0.676,0.064,0.043,5.213,single_question,5.355,,,,,,,5.355,0.1419999999999994,0.1419999999999994,,,,,,,Africa,Upper Middle Income,Global South,World 2,Other,Africa,Non-Developed,Non-Developed,Non-High Income
Spain,6.466,1.69,1.685,0.894,0.734,0.112,0.18,6.466,single_question,6.445,,,,,,,6.445,-0.0209999999999999,-0.0209999999999999,,,,,,,Western Europe,Upper Middle Income,Global North,World 2,West,Europe,Non-Developed,Non-Developed,Non-High Income
Sri Lanka,3.891,1.271,1.308,0.567,0.696,0.121,0.025,3.891,single_question,5.125,,,,,,,5.125,1.234,1.234,,,,,,,South Asia,Upper Middle Income,Global South,World 2,East,Asia,Non-Developed,Non-Developed,Non-High Income
State of Palestine,4.78,1.047,1.456,,0.618,0.055,0.081,4.78,single_question,3.5,,,,,,,3.5,-1.2800000000000002,-1.2800000000000002,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Sweden,7.345,1.783,1.698,0.889,0.952,0.17,0.467,7.345,single_question,6.82,,,,,,,6.82,-0.5249999999999995,-0.5249999999999995,,,,,,,Western Europe,High Income,Global North,World 1,West,Europe,Nordic,Developed West,Social Market
Switzerland,6.935,1.87,1.622,0.883,0.889,0.156,0.468,6.935,single_question,7.065,,,,,,,7.065,0.1300000000000007,0.1300000000000007,,,,,,,Western Europe,High Income,Global North,World 1,West,Europe,Central Europe,Developed West,Social Market
Taiwan Province of China,6.669,1.73,1.583,0.817,0.76,0.057,0.187,6.669,single_question,6.495,,,,,,,6.495,-0.1739999999999995,-0.1739999999999995,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Tajikistan,5.411,0.914,1.555,0.658,,0.085,0.342,5.411,single_question,4.94,,,,,,,4.94,-0.4710000000000001,-0.4710000000000001,,,,,,,Other,Lower Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Tanzania,3.8,0.847,0.908,0.411,0.858,0.153,0.243,3.8,single_question,5.355,,,,,,,5.355,1.5549999999999995,1.5549999999999995,,,,,,,Other,Low Income,Global South,World 3,Other,Other,Non-Developed,Non-Developed,Non-High Income
